Length_neck_nano;Length_neck_micro;Length_spine_nano;Length_spine_micro;Ratio;Minor_axis;Major_axis;Aspect_Ratio;Perimeter_Head_nano;Perimeter_Head_micro;Area_Head_sqrnano;Area_Head_sqrmicro;Smallest_neckwidth;Median_neckwidth;Average_neckwidth;# Neckline;Short_ATF;File;ATF;Symbol;ColorCode
542,655;0,542655;721,449;0,721449;75,217;218,681;287,934;0,759;868,405;0,868405;51909,668;0,051909668;338,119;612,502;16717,348;1;NoED;May032022_MAX_C2-NoED-M19-3X-2;PSD95-6ZF-NoED;23;#009E73
406,36;0,40636;711,763;0,711763;57,092;171,599;308,997;0,555;917,595;0,917595;40532,901;0,040532901;568,718;13202,721;57684,351;1;VP64;Jun142022_MAX_C2-VP64-M9-3X-1;PSD95-6ZF-VP64;22;#E69F00
396,271;0,396271;711,48;0,71148;55,697;223,884;451,467;0,496;1215,774;1,215774;86472,861;0,086472861;48,797;48,797;48,797;2;VP64;VP64_C21M1C163X5XS1Spines;PSD95-6ZF-VP64;23;#009E73
287,337;0,287337;708,81;0,70881;40,58;524,8;616,535;0,85;1782,547;1,782547;244160,606;0,244160606;8,69;17,335;14,845;2;NoED;C2-NoED-500-M2-3X2--3-1;PSD95-6ZF-NoED;23;#009E73
505,769;0,505769;708,542;0,708542;71,382;217,55;381,699;0,569;1022,426;1,022426;63441,973;0,063441973;114216,708;114216,708;114216,708;2;VP64;VP64_C25M1C163X5XCSpines;PSD95-6ZF-VP64;23;#009E73
299,547;0,299547;687,981;0,687981;43,54;446,493;679,136;0,657;1967,721;1,967721;235516,285;0,235516285;167,879;188,111;268,256;1;NoED;Jun142022_MAX_C2-NoED-M14-3X-1;PSD95-6ZF-NoED;23;#009E73
287,328;0,287328;687,518;0,687518;41,792;416,19;438,125;0,95;1359,674;1,359674;139408,678;0,139408678;77,539;77,539;77,539;2;VP64;VP64_MAX21M1C163X5X2Spines;PSD95-6ZF-VP64;23;#009E73
504,697;0,504697;685,767;0,685767;73,596;246,412;356,397;0,691;984,219;0,984219;66950,566;0,066950566;163,144;738,921;1118,946;1;VP64;Jun142022_MAX_C2-VP64-M9-3X-1;PSD95-6ZF-VP64;23;#009E73
478,986;0,478986;683,417;0,683417;70,087;427,995;507,17;0,844;1592,599;1,592599;172880,326;0,172880326;189,959;237,931;549,645;1;NoED;May032022_MAX_C2-NoED-M18-3X-2;PSD95-6ZF-NoED;22;#E69F00
540,798;0,540798;682,563;0,682563;79,231;265,78;405,238;0,656;1137,913;1,137913;81223,272;0,081223272;165,427;355,199;635,205;1;NoED;Jun142022_MAX_C2-NoED-M13-3X-2;PSD95-6ZF-NoED;22;#E69F00
514,2;0,5142;670,878;0,670878;76,619;248,157;333,86;0,743;982,72;0,98272;68890,39;0,06889039;18,121;37,232;57,4;2;NoED;NoED_1M1C263X5XS2Spines;PSD95-6ZF-NoED;23;#009E73
421,947;0,421947;669,553;0,669553;63,19;355,963;517,221;0,688;1575,715;1,575715;148650,937;0,148650937;343,984;943,719;26431,814;2;VP64;VP64_May032022_C2100M43X;PSD95-6ZF-VP64;22;#E69F00
324,748;0,324748;669,227;0,669227;48,526;246,436;430,326;0,573;1222,049;1,222049;83220,448;0,083220448;105,466;143,407;146,835;1;VP64;VP64_500M13X1;PSD95-6ZF-VP64;23;#009E73
196,708;0,196708;667,216;0,667216;29,482;432,598;563,058;0,768;1653,43;1,65343;190813,104;0,190813104;196,144;334,624;334,624;1;NoED;Jun142022_MAX_C2-NoED-M9-3X-1;PSD95-6ZF-NoED;22;#E69F00
364,703;0,364703;661,722;0,661722;55,114;549,832;930,142;0,591;2585,396;2,585396;376106,177;0,376106177;274,503;276,995;287,403;2;NoED;May032022_NoED_100_C2M1.8-1-1;PSD95-6ZF-NoED;23;#009E73
410,238;0,410238;644,674;0,644674;63,635;300,748;330,575;0,91;1077,33;1,07733;71810,442;0,071810442;87,623;98,332;184,133;2;VP64;VP64_500M2S1;PSD95-6ZF-VP64;22;#E69F00
384,627;0,384627;630,967;0,630967;60,958;321,6;432,796;0,743;1235,449;1,235449;113494,892;0,113494892;214,25;666,353;23221,813;1;VP64;Jun142022_MAX_C2-VP64-M5-3X-3;PSD95-6ZF-VP64;23;#009E73
414,644;0,414644;627,194;0,627194;66,111;363,742;578,536;0,629;1643,269;1,643269;160711,323;0,160711323;251,686;282,812;294,558;1;NoED;Jun142022_MAX_C2-NoED-M13-3X-2;PSD95-6ZF-NoED;22;#E69F00
227,781;0,227781;613,18;0,61318;37,157;478,807;903,628;0,53;2391,961;2,391961;308057,251;0,308057251;131,122;55709,126;55935,571;2;VP64;VP64_May032022_C2100M43X;PSD95-6ZF-VP64;22;#E69F00
193,127;0,193127;590,052;0,590052;32,73;473,893;534,973;0,886;1620,422;1,620422;197401,852;0,197401852;144,564;502,123;413,308;1;NoED;May032022_MAX_C2-NoED-M21-3X-2;PSD95-6ZF-NoED;23;#009E73
436,155;0,436155;584,79;0,58479;74,674;311,894;425,14;0,734;1208,86;1,20886;102710,389;0,102710389;93,229;184,219;177,584;2;VP64;VP64_C25M1C163X5XCSpines;PSD95-6ZF-VP64;22;#E69F00
356,754;0,356754;580,143;0,580143;61,494;167,337;267,357;0,626;766,771;0,766771;38379,988;0,038379988;113,97;414,938;353,812;1;VP64;May032022_MAX_C2-VP64-M15-3X-2;PSD95-6ZF-VP64;22;#E69F00
443,333;0,443333;579,846;0,579846;76,457;375,986;578,91;0,65;1725,133;1,725133;187014,709;0,187014709;58,624;194,926;185,72;2;NoED;May032022_NoED_100_C2M1.8-1-1;PSD95-6ZF-NoED;23;#009E73
233,547;0,233547;579,497;0,579497;40,302;661,182;793,608;0,833;2596,228;2,596228;426006,267;0,426006267;165,491;381,963;475,203;2;VP64;C2-May_032022_VP64_100_M3X;PSD95-6ZF-VP64;23;#009E73
